country,country_code,year,region,rank_stat_ind,stat_ind,rank_dem_stat,dem_stat,stateness,monopoly,identity,no_dogmas,admin,pol_part,elect,power,assembly,express,ruleoflaw,separation,judiciary,prosecution,civ_rights,stab_dem,perf_dem,com_dem,integ,party_sys,int_group,approv_dem,soc_cap,rank_econ_stat,econ_stat,level_development,barriers,market,compet,anti_monop,for_trade,bank,stab_econ,infl,macro_stab,priv_prop,prop_rights,priv_ent,welfare,safety_nets,equal,perf_econ,output,sustain,envir,edu,rank_gov_ind,gov_ind,level_diff,constr,civil_trad,conflict_intens,GNI,UN_edu,state_rol,gov_perf,steering,priority,implement,learning,efficiency,assets,coord,anti_corrupt,consens,goals,veto,cleavage,civil_part,recon,int_coop,use_support,cred,reg_coop,trend_dem,trend_econ,trend_gov,core_stateness,state_failure,pol_sys,cat_stat_ind,cat_dem_stat,cat_trend_dem,cat_econ_stat,cat_trend_econ,cat_gov_ind,cat_trend_gov,cat_level_diff,stateness_cat,pol_part_cat,ruleoflaw_cat,stab_dem_cat,integ_cat,level_development_cat,market_cat,stab_econ_cat,priv_prop_cat,welfare_cat,perf_econ_cat,sustain_cat,level_diff_cat,steering_cat,efficiency_cat,consens_cat,int_coop_cat
"Taiwan","TWN",2008,"Asia and Oceania",4,9.332143,6,9.45,10,10,10,10,10,10,10,10,10,10,9.75,10,10,9,10,9,8,10,8.5,8,9,9,8,5,9.214286,10,10,9,9,10,10,7,9.5,10,9,9.5,10,9,8.5,8,9,9,9,9,8,10,7,7.0419522,2.3541667,2,5,4,1,1,1.125,8.483334,8,8,8,8,8,8,8,8,8.6,9,10,6,9,9,9.3333333,10,9,9,.1,.21,-.4333334,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Poor","Sound","Sound","Excellent","Excellent"
"Taiwan","TWN",2010,"Asia and Oceania",3,9.392857,5,9.5,10,10,10,10,10,10,10,10,10,10,9.75,10,10,9,10,9,8,10,8.75,9,9,9,8,2,9.285714,10,10,9.5,9,10,10,9,10,10,10,9.5,10,9,9,9,9,8,8,9,8,10,6,7.1207176,2.1875,2,5,3,1,1,1.125,8.616667,8.6666667,8,9,9,8,8,8,8,8.8,10,10,7,8,9,9,9,8,10,.05,.07,.13333321,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Sound","Excellent","Poor","Excellent","Sound","Excellent","Excellent"
"Taiwan","TWN",2012,"Asia and Oceania",2,9.539286,2,9.65,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.5,9,10,8.75,9,9,9,8,2,9.428572,10,10,9.5,9,10,10,9,10,10,10,9.5,10,9,9,9,9,9,9,9,8,10,1,7.7151852,2,2,5,2,1,1,1,9.383333,9.3333333,9,10,9,9,9,9,9,9.2,10,10,9,9,8,10,10,10,10,.15,.14,.76666641,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","Improvement","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Poor","Excellent","Excellent","Excellent","Excellent"
"Taiwan","TWN",2014,"Asia and Oceania",1,9.575,3,9.65,10,10,10,10,10,9.75,10,10,10,9,10,10,10,10,10,9.5,9,10,9,9,9,9,9,1,9.5,10,10,9.5,9,10,10,9,10,10,10,9.5,10,9,9,9,9,9,9,9.5,9,10,1,7.6804321,1.8333333,2,4,2,1,1,1,9.383333,9.3333333,9,10,9,9,9,9,9,9.2,10,10,9,9,8,10,10,10,10,0,.07,0,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Poor","Excellent","Excellent","Excellent","Excellent"
"Taiwan","TWN",2016,"Asia and Oceania",1,9.525,3,9.55,10,10,10,10,10,9.75,10,10,10,9,10,10,10,10,10,9.5,9,10,8.5,8,9,8,9,1,9.5,9,9,9.5,9,10,10,9,10,10,10,10,10,10,9,9,9,10,10,9,8,10,3,7.4758025,1.8333333,2,3,3,1,1,1,9.133333,8.6666667,8,9,9,8.6666667,9,8,9,9.2,10,10,8,9,9,10,10,10,10,-.1,0,-.25,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Poor","Excellent","Excellent","Excellent","Excellent"
"Taiwan","TWN",2018,"Asia and Oceania",3,9.417857,3,9.55,10,10,10,10,10,9.75,10,10,10,9,10,10,10,10,10,9.5,9,10,8.5,9,9,7,9,2,9.285714,9,9,9.5,9,10,10,9,10,10,10,10,10,10,9,9,9,8,8,9.5,9,10,3,7.3333333,1.6666667,2,3,2,1,1,1,9,8.3333333,8,8,9,8.6666667,9,8,9,9,10,10,8,9,8,10,10,10,10,0,-.21,-.13333321,10,"Stable state","democracy","Highly advanced","Democracy in consolidation","No significant changes","Developed","No significant changes","Very good","No significant changes","Negligible constraints","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Sound","Excellent","Poor","Sound","Excellent","Excellent","Excellent"
"Tajikistan","TJK",2006,"Post Soviet Eurasia",103,3.446429,96,3.5,5.75,4,7,9,3,2.75,3,1,3,4,3.5,4,3,3,4,2.5,2,3,3,4,3,,2,108,3.392857,2,2,3.75,4,4,4,3,5,4,6,3.5,3,4,3,3,3,4,4,2.5,2,3,68,4.4927083,7.5625,9,10,8,10,2,6.375,4.866667,4,4,3,5,3.3333333,5,3,2,4.8,4,6,6,3,5,7.3333333,9,8,5,,,,3.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy",,"Poorly functioning",,"Moderate",,"Substantial","Fair","Flawed","Flawed","Flawed","Flawed","Poor","Flawed","Fair","Flawed","Flawed","Flawed","Flawed","Sound","Flawed","Flawed","Fair","Sound"
"Tajikistan","TJK",2008,"Post Soviet Eurasia",106,3.795238,100,3.733333,6.75,6,7,9,5,3,3,2,3,4,3.25,3,3,3,4,2,2,2,3.6666667,3,4,,4,104,3.857143,2,2,4,4,4,4,4,6,6,6,3.5,3,4,3,3,3,5,5,3.5,3,4,88,4.4753086,6.6666667,8,8,6,10,2,6,4.833333,4,4,4,4,4,5,4,3,4,5,2,5,4,4,7.3333333,8,8,6,.23,.46,-.0333333,5.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Moderate","No significant changes","Substantial","Sound","Flawed","Flawed","Poor","Flawed","Poor","Flawed","Fair","Flawed","Flawed","Fair","Flawed","Sound","Flawed","Flawed","Flawed","Sound"
"Tajikistan","TJK",2010,"Post Soviet Eurasia",118,3.422619,103,3.666667,7.25,7,7,9,6,3,3,2,4,3,2.75,3,3,2,3,2,2,2,3.3333333,3,3,,4,120,3.178571,2,2,3.25,3,3,4,3,3.5,4,3,3,3,3,3.5,3,4,4,4,3,3,3,115,2.9664815,6.5,8,8,5,10,2,6,3.216667,3,3,3,3,3,2,5,2,3.2,2,2,3,4,5,3.6666667,4,2,5,-.07,-.68,-1.6166668,6.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","No significant changes","Poorly functioning","Deterioration","Failed","Strong deterioration","Substantial","Sound","Flawed","Flawed","Poor","Flawed","Poor","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Fair","Flawed","Flawed","Flawed","Flawed"
"Tajikistan","TJK",2012,"Post Soviet Eurasia",117,3.5,109,3.5,7,7,7,8,6,2.75,3,2,3,3,2.75,2,3,2,4,2,2,2,3,3,2,,4,117,3.5,3,3,3.5,4,3,4,3,4,4,4,3.5,3,4,3.5,3,4,4,4,3,3,3,105,3.5062037,6.5208333,8,8,5,9,3,6.125,3.8,4,4,4,4,3.3333333,3,5,2,3.2,3,2,3,4,4,4.6666667,6,3,5,-.17,.32,.58333325,6.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Weak","Improvement","Substantial","Sound","Flawed","Flawed","Poor","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Sound","Flawed","Flawed","Flawed","Fair"
"Tajikistan","TJK",2014,"Post Soviet Eurasia",113,3.585714,108,3.6,7.25,7,7,9,6,2.75,3,2,3,3,3,3,3,2,4,2,2,2,3,3,2,,4,113,3.571429,3,3,3.5,4,3,4,3,4,4,4,4,4,4,3.5,3,4,4,4,3,3,3,110,3.5651157,6.3125,8,8,5,9,2,5.875,3.883333,4,4,4,4,3.3333333,3,5,2,3.2,3,2,3,4,4,5,6,4,5,.1,.07,.08333325,6.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Weak","No significant changes","Moderate","Sound","Flawed","Flawed","Poor","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Fair","Flawed","Flawed","Flawed","Fair"
"Tajikistan","TJK",2016,"Post Soviet Eurasia",109,3.596428,102,3.55,7.5,9,7,8,6,2.5,2,2,3,3,2.75,3,3,2,3,2,2,2,3,3,2,,4,112,3.642857,4,4,3.5,4,3,4,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,113,3.2699691,6.6458333,8,9,5,8,4,5.875,3.533333,3.6666667,4,3,4,3.3333333,3,5,2,2.8,3,2,2,4,3,4.3333333,5,3,5,-.05,.07,-.3499999,7.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Weak","No significant changes","Substantial","Sound","Flawed","Flawed","Poor","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Flawed","Sound","Flawed","Flawed","Flawed","Flawed"
"Tajikistan","TJK",2018,"Post Soviet Eurasia",115,3.313095,117,2.983333,7.5,9,7,8,6,1.75,1,2,2,2,2,2,2,2,2,1,1,1,2.6666667,2,2,,4,109,3.642857,3,3,3.5,4,3,4,3,4.5,4,5,3,3,3,4.5,4,5,4,4,3,3,3,111,3.3079475,6.5416667,8,9,5,8,3,6.25,3.583333,4.3333333,5,4,4,3.3333333,3,5,2,2,2,2,2,2,2,4.6666667,6,3,5,-.57,0,.04999995,7.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","Deterioration","Poorly functioning","No significant changes","Weak","No significant changes","Substantial","Sound","Poor","Poor","Poor","Flawed","Flawed","Flawed","Fair","Flawed","Fair","Flawed","Flawed","Sound","Flawed","Flawed","Poor","Fair"
"Tanzania","TZA",2006,"South and East Africa",62,5.653571,52,6.45,7.75,8,8,9,6,7,7,8,7,6,5.75,8,6,3,6,6,6,6,5.75,6,6,7,4,79,4.857143,4,4,4,4,2,6,4,7,7,7,7,7,7,3,4,2,6,6,3,3,3,33,5.9086806,6.7083333,8,8,3,10,7,4.25,6.5,5.6666667,4,6,7,4.6666667,4,6,4,7,8,8,8,4,7,8.6666667,8,9,9,,,,7,"Stable state","democracy","Limited","Defective democracy",,"Poorly functioning",,"Good",,"Substantial","Sound","Sound","Fair","Fair","Fair","Flawed","Flawed","Sound","Sound","Flawed","Fair","Flawed","Sound","Fair","Fair","Sound","Excellent"
"Tanzania","TZA",2008,"South and East Africa",62,5.835714,42,6.85,8.25,9,9,9,6,7.25,7,9,6,7,6.25,6,7,5,7,7,7,7,5.5,7,3,7,5,84,4.821429,3,3,5.25,5,4,6,6,7,7,7,5.5,5,6,3.5,3,4,6,6,3.5,4,3,34,5.8430941,6.7916667,8,7,5,10,7,3.75,6.291667,6.3333333,7,6,6,4.6666667,4,6,4,6.5,7,8,6,5,,7.6666667,7,9,7,.4,-.04,-.20833349,7.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Poorly functioning","No significant changes","Good","No significant changes","Substantial","Sound","Sound","Fair","Sound","Fair","Flawed","Fair","Sound","Fair","Flawed","Fair","Flawed","Sound","Fair","Fair","Sound","Sound"
"Tanzania","TZA",2010,"South and East Africa",67,5.575,56,6.15,7.25,7,8,8,6,6.25,6,7,6,6,6,7,6,5,6,6,6,6,5.25,6,4,6,5,81,5,3,3,5.5,5,5,6,6,6.5,6,7,6,6,6,4,4,4,6,6,4,4,4,60,5.291522,6.5625,7,7,5,9,7,4.375,5.729167,5.3333333,6,5,5,4.3333333,4,5,4,6.25,6,7,7,5,,7,7,7,7,-.7,.18,-.5625,6.5,"Stable state","democracy","Limited","Defective democracy","Deterioration","Functional flaws","No significant changes","Moderate","Deterioration","Substantial","Sound","Fair","Fair","Fair","Fair","Flawed","Fair","Sound","Fair","Flawed","Fair","Flawed","Sound","Fair","Flawed","Fair","Sound"
"Tanzania","TZA",2012,"South and East Africa",64,5.596429,54,6.3,7.25,7,8,8,6,6.75,7,8,6,6,6,7,6,5,6,6,6,6,5.5,6,4,7,5,84,4.892857,3,3,5.25,5,5,5,6,6.5,6,7,6,6,6,4,4,4,6,6,3.5,3,4,53,5.3843904,6.8958333,7,7,5,9,9,4.375,5.783333,6,6,6,6,4.3333333,4,5,4,5.8,6,7,7,5,4,7,7,7,7,.15,-.11,.05416679,6.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Poorly functioning","No significant changes","Moderate","No significant changes","Substantial","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Sound","Fair","Flawed","Fair","Flawed","Sound","Fair","Flawed","Fair","Sound"
"Tanzania","TZA",2014,"South and East Africa",73,5.453571,60,6.05,7,7,8,8,5,6.75,7,8,6,6,5.5,6,6,4,6,6,6,6,5,6,4,5,5,85,4.857143,3,3,5.5,5,5,6,6,6.5,6,7,6,6,6,4,4,4,6,6,3,3,3,57,5.1491667,6.625,7,7,5,9,7,4.75,5.566667,5.6666667,5,6,6,4,4,4,4,5.6,6,7,6,5,4,7,7,7,7,-.25,-.04,-.2166667,6,"Stable state","democracy","Very limited","Defective democracy","No significant changes","Poorly functioning","No significant changes","Moderate","No significant changes","Substantial","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Sound","Fair","Flawed","Fair","Flawed","Sound","Fair","Flawed","Fair","Sound"
"Tanzania","TZA",2016,"South and East Africa",62,5.575,59,6.15,7.25,8,7,8,6,6.75,7,8,6,6,5.5,6,6,4,6,6,6,6,5.25,6,4,6,5,80,5,3,3,5.5,5,5,6,6,7,7,7,6,6,6,4.5,5,4,6,6,3,3,3,60,5.1362654,6.7708333,7,7,5,9,8,4.625,5.533333,5.6666667,5,6,6,4,4,4,4,5.8,6,7,6,5,5,6.6666667,7,6,7,.1,.14,-.0333333,7,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Substantial","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Sound","Fair","Fair","Fair","Flawed","Sound","Fair","Flawed","Fair","Sound"
"Tanzania","TZA",2018,"South and East Africa",64,5.514286,57,6.1,7,8,7,8,5,6.5,6,8,6,6,5.5,6,6,4,6,6,6,6,5.5,6,5,6,5,81,4.928571,3,3,5.5,5,5,6,6,7,7,7,6,6,6,4,4,4,6,6,3,3,3,63,5.0720833,6.625,7,7,5,9,7,4.75,5.483334,5.6666667,5,6,6,4,4,4,4,5.6,5,7,6,5,5,6.6666667,7,6,7,-.05,-.07,-.04999971,6.5,"Stable state","democracy","Limited","Defective democracy","No significant changes","Poorly functioning","No significant changes","Moderate","No significant changes","Substantial","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Sound","Fair","Flawed","Fair","Flawed","Sound","Fair","Flawed","Fair","Sound"
"Thailand","THA",2006,"Asia and Oceania",23,7.264286,42,6.85,7.25,7,7,7,8,7.25,7,9,7,6,6.5,6,7,6,7,7,8,6,6.25,6,5,8,6,17,7.678571,7,7,7.75,7,7,9,8,8.5,8,9,8.5,9,8,6.5,6,7,9,9,6.5,7,6,50,5.2769869,4.8541667,4,6,6,7,2,4.125,6,6,7,7,4,6.6666667,7,7,6,5,7,7,2,5,4,6.3333333,4,7,8,,,,7.5,"Stable state","democracy","Advanced","Defective democracy",,"Functioning",,"Moderate",,"Moderate","Sound","Sound","Sound","Sound","Fair","Sound","Sound","Excellent","Excellent","Sound","Excellent","Sound","Fair","Fair","Sound","Fair","Fair"
"Thailand","THA",2008,"Asia and Oceania",57,5.976191,75,4.916667,7.25,6,7,7,9,3.75,2,2,6,5,5.75,3,7,6,7,2.5,2,3,5.3333333,5,5,,6,27,7.035714,6,6,7.75,7,7,9,8,8,8,8,8,8,8,6,6,6,8,8,5.5,6,5,71,4.7994444,4.75,4,6,6,6,2,4.5,5.433333,4.6666667,5,5,4,6,6,7,5,4.4,5,3,4,5,5,6.6666667,5,7,8,-1.93,-.64,-.5666666,7.5,"Stable state","autocracy","Limited","Moderate autocracy","Strong deterioration","Functioning","Deterioration","Moderate","Deterioration","Moderate","Sound","Flawed","Fair","Flawed","Fair","Fair","Sound","Sound","Sound","Fair","Sound","Fair","Fair","Fair","Fair","Flawed","Sound"
"Thailand","THA",2010,"Asia and Oceania",59,5.835714,69,5.35,7,6,7,7,8,5.5,6,4,7,5,5.5,5,5,6,6,4,4,4,4.75,4,5,5,5,46,6.321429,6,6,7.75,7,7,9,8,6.5,7,6,7,7,7,6,6,6,5,5,6,6,6,77,4.5813117,5.2916667,5,6,8,6,2,4.75,5.116667,5.3333333,5,5,6,5,5,5,5,3.8,5,3,3,5,3,6.3333333,6,6,7,.43,-.71,-.3166666,7,"Stable state","democracy","Limited","Highly defective democracy","No significant changes","Functional flaws","Deterioration","Moderate","No significant changes","Moderate","Sound","Fair","Fair","Flawed","Fair","Fair","Sound","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Flawed","Fair"
"Thailand","THA",2012,"Asia and Oceania",69,5.563095,82,4.733333,6.75,6,7,7,7,4.5,6,2,5,5,4.75,4,5,6,4,3,3,3,4.6666667,4,5,,5,43,6.392857,6,6,6.75,7,5,7,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,93,4.131142,5.7083333,5,6,8,5,5,5.25,4.566667,5,5,5,5,4.6666667,5,4,5,3.6,5,3,3,4,3,5,5,5,5,-.62,.07,-.55000019,6.5,"Stable state","autocracy","Limited","Moderate autocracy","Deterioration","Functional flaws","No significant changes","Weak","Deterioration","Moderate","Sound","Fair","Fair","Flawed","Fair","Fair","Sound","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Flawed","Fair"
"Thailand","THA",2014,"Asia and Oceania",61,5.721429,75,5.05,6.5,6,7,6,7,5,6,4,6,4,4.5,4,5,5,4,4.5,5,4,4.75,4,5,5,5,41,6.392857,6,6,6.25,6,5,7,7,7.5,8,7,7,7,7,6,6,6,6,6,6,6,6,83,4.4641667,5.5833333,5,6,7,5,5,5.5,4.95,5.3333333,5,6,5,5,6,4,5,3.8,5,3,3,5,3,5.6666667,5,6,6,.32,0,.38333321,6.5,"Stable state","democracy","Limited","Highly defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Flawed","Fair"
"Thailand","THA",2016,"Asia and Oceania",88,4.792857,110,3.3,6.75,7,7,6,7,1.5,1,1,2,2,3.25,2,3,5,3,1,1,1,4,3,4,,5,42,6.285714,6,6,6.5,6,5,7,8,8,8,8,7,7,7,5.5,6,5,5,5,6,6,6,99,3.9311111,5.6666667,6,6,7,5,4,6,4.35,4.6666667,4,6,4,4.6666667,5,4,5,2.4,3,2,2,3,2,5.6666667,5,6,6,-1.75,-.11,-.5999999,7,"Stable state","autocracy","Very limited","Hard-line autocracy","Strong deterioration","Functional flaws","No significant changes","Weak","Deterioration","Moderate","Sound","Poor","Flawed","Poor","Flawed","Fair","Sound","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Poor","Fair"
"Thailand","THA",2018,"Asia and Oceania",87,4.714286,110,3.25,6.75,7,7,6,7,1.5,1,1,2,2,3,2,3,4,3,1,1,1,4,3,4,,5,43,6.178571,6,6,6.25,5,5,7,8,8,8,8,7,7,7,5,6,4,5,5,6,6,6,95,3.8869985,5.5208333,6,6,7,5,3,6.125,4.316667,4.3333333,4,5,4,4.6666667,5,4,5,2.6,4,2,2,3,2,5.6666667,5,6,6,-.05,-.11,-.0333333,7,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Functional flaws","No significant changes","Weak","No significant changes","Moderate","Sound","Poor","Flawed","Poor","Flawed","Fair","Fair","Sound","Sound","Fair","Fair","Fair","Fair","Flawed","Fair","Flawed","Fair"
"Togo","TGO",2006,"West and Central Africa",98,3.822619,91,3.716667,8.25,9,9,9,6,3.5,3,3,4,4,2.5,3,3,2,2,2,2,2,2.3333333,2,2,,3,99,3.928571,2,2,4.5,2,6,6,4,6.5,9,4,5,5,5,2.5,3,2,5,5,2,2,2,109,2.2910301,6.9375,7,8,4,10,7,5.625,2.516667,1.6666667,1,2,2,2.3333333,2,2,3,2.4,2,2,3,2,3,3.6666667,3,3,5,,,,7.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy",,"Poorly functioning",,"Failed",,"Substantial","Sound","Flawed","Flawed","Poor","Poor","Poor","Fair","Sound","Fair","Flawed","Fair","Poor","Sound","Poor","Poor","Poor","Flawed"
"Togo","TGO",2008,"West and Central Africa",108,3.753572,95,3.9,8.25,9,9,9,6,3.5,3,2,5,4,2.75,3,3,2,3,2,2,2,3,2,3,,4,114,3.607143,2,2,4.25,3,4,5,5,5.5,7,4,5,5,5,2.5,3,2,4,4,2,2,2,104,3.6604012,7.4166667,8,7,5,10,9,5.5,3.883333,2.6666667,1,3,4,3,4,2,3,4.2,4,4,4,4,5,5.6666667,5,6,6,.18,-.32,1.3666668,7.5,"Stable state","autocracy","Failed or nonexistent","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Weak","Strong improvement","Substantial","Sound","Flawed","Flawed","Poor","Flawed","Poor","Flawed","Fair","Fair","Flawed","Flawed","Poor","Sound","Flawed","Flawed","Flawed","Fair"
"Togo","TGO",2010,"West and Central Africa",104,4.252381,80,4.683333,8,8,9,9,6,4.75,5,2,6,6,4,4,4,3,5,2,2,2,4.6666667,4,5,,5,112,3.821429,2,2,4.75,4,4,5,6,6,6,6,5,5,5,2.5,3,2,4,4,2.5,2,3,72,4.7008025,7.1666667,8,7,4,10,9,5,5.016667,4,3,4,5,4,4,5,3,5.4,6,6,5,5,5,6.6666667,6,7,7,.78,.21,1.1333334,7,"Stable state","autocracy","Very limited","Moderate autocracy","Improvement","Poorly functioning","No significant changes","Moderate","Strong improvement","Substantial","Sound","Fair","Flawed","Poor","Fair","Poor","Fair","Fair","Fair","Flawed","Flawed","Flawed","Sound","Flawed","Flawed","Fair","Sound"
"Togo","TGO",2012,"West and Central Africa",92,4.571428,74,5,8,8,9,9,6,4.75,5,2,6,6,4.25,4,4,4,5,3,3,3,5,4,5,,6,106,4.142857,2,2,4.5,4,4,5,5,6.5,7,6,5,5,5,3,3,3,5,5,3,3,3,67,4.9512269,6.6458333,8,7,3,10,7,4.875,5.35,4.6666667,4,5,5,4.3333333,4,6,3,5.4,6,6,5,5,5,7,7,7,7,.32,.32,.33333302,7,"Stable state","autocracy","Very limited","Moderate autocracy","No significant changes","Poorly functioning","No significant changes","Moderate","No significant changes","Substantial","Sound","Fair","Flawed","Flawed","Fair","Poor","Fair","Sound","Fair","Flawed","Fair","Flawed","Sound","Fair","Flawed","Fair","Sound"
"Togo","TGO",2014,"West and Central Africa",93,4.567857,78,4.85,7.75,8,8,9,6,4.25,4,2,6,5,4.25,4,4,4,5,3,3,3,5,4,5,,6,100,4.285714,2,2,4.5,4,4,5,5,7,8,6,5,5,5,3.5,3,4,5,5,3,3,3,72,4.8148148,6.6666667,7,6,5,10,7,5,5.2,4.3333333,4,4,5,5,5,6,4,4.8,5,5,5,5,4,6.6666667,7,6,7,-.15,.14,-.1500001,7,"Stable state","autocracy","Very limited","Moderate autocracy","No significant changes","Poorly functioning","No significant changes","Moderate","No significant changes","Substantial","Sound","Flawed","Flawed","Flawed","Fair","Poor","Fair","Sound","Fair","Flawed","Fair","Flawed","Sound","Flawed","Fair","Fair","Sound"
"Togo","TGO",2016,"West and Central Africa",93,4.703571,78,4.8,7.75,8,8,9,6,4.25,4,2,6,5,4,3,4,4,5,3,3,3,5,4,5,,6,90,4.607143,2,2,4.75,4,4,6,5,7.5,8,7,5,5,5,3.5,3,4,6,6,3.5,3,4,70,4.8440972,6.5208333,7,6,5,10,6,5.125,5.25,4.6666667,4,5,5,4.6666667,5,5,4,5,5,5,5,5,5,6.6666667,7,6,7,-.05,.32,.05000019,7,"Stable state","autocracy","Very limited","Moderate autocracy","No significant changes","Poorly functioning","No significant changes","Moderate","No significant changes","Substantial","Sound","Flawed","Flawed","Flawed","Fair","Poor","Fair","Sound","Fair","Flawed","Fair","Flawed","Fair","Fair","Fair","Fair","Sound"
"Togo","TGO",2018,"West and Central Africa",84,4.890476,73,5.066667,8,9,8,9,6,4.75,5,3,6,5,4.25,4,4,4,5,3,3,3,5.3333333,4,6,,6,88,4.714286,2,2,5,4,5,6,5,7.5,8,7,5,5,5,3.5,3,4,6,6,4,4,4,62,5.0996296,5.9791667,7,5,4,9,6,4.875,5.6,5,5,5,5,4.6666667,5,5,4,5.4,6,6,5,5,5,7.3333333,7,7,8,.27,.11,.3499999,7.5,"Stable state","autocracy","Very limited","Moderate autocracy","No significant changes","Poorly functioning","No significant changes","Moderate","No significant changes","Moderate","Sound","Fair","Flawed","Flawed","Fair","Poor","Fair","Sound","Fair","Flawed","Fair","Flawed","Fair","Fair","Fair","Fair","Sound"
"Tunisia","TUN",2006,"Middle East and North Africa",70,5.166667,88,3.833333,9,10,10,8,8,2,2,2,3,1,3.5,2,4,4,4,1,1,1,3.6666667,3,4,,4,37,6.5,5,5,6,6,5,7,6,8,8,8,6.5,7,6,6,6,6,9,9,5,4,6,71,4.4212963,4.7916667,4,7,2,6,5,4.75,5,4.6666667,4,5,5,4.6666667,5,5,4,4,5,1,7,3,,6.6666667,5,7,8,,,,9,"Stable state","autocracy","Very limited","Hard-line autocracy",,"Functional flaws",,"Moderate",,"Moderate","Excellent","Poor","Flawed","Poor","Flawed","Fair","Fair","Sound","Sound","Fair","Excellent","Fair","Fair","Fair","Fair","Flawed","Sound"
"Tunisia","TUN",2008,"Middle East and North Africa",73,5.367857,92,3.95,9.25,10,10,9,8,2,2,2,3,1,3.5,2,4,4,4,2,2,2,3,2,4,,3,35,6.785714,5,5,6.5,8,6,7,5,8,8,8,6.5,7,6,7.5,7,8,8,8,6,5,7,73,4.7671682,4.6041667,3,8,1,6,5,4.625,5.416667,4.6666667,4,5,5,6,6,7,5,4,5,2,7,2,,7,6,7,8,.12,.29,.41666651,9,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Moderate","Excellent","Poor","Flawed","Poor","Flawed","Fair","Sound","Sound","Sound","Sound","Sound","Fair","Flawed","Fair","Fair","Flawed","Sound"
